site_name,date,indicator,conc,river_name,year,date_no_year
Sasco 6,2011-05-20T00:00:00Z,e.coli,180,Sasco Brook,2011,05-20
Sasco 1,2001-05-17T00:00:00Z,e.coli,180,Sasco Brook,2001,05-17
Sasco 1,2022-07-14T00:00:00Z,entero,85,Sasco Brook,2022,07-14
Muddy 4,2015-06-09T00:00:00Z,e.coli,180,Muddy Brook,2015,06-09
Pussy Willow 3,2012-06-11T00:00:00Z,e.coli,180,Pussy Willow Brook,2012,06-11
Muddy 3,2018-05-29T00:00:00Z,e.coli,180,Muddy Brook,2018,05-29
Sasco 5,2011-06-03T00:00:00Z,e.coli,180,Sasco Brook,2011,06-03
Sasco 8,2014-08-15T00:00:00Z,e.coli,180,Sasco Brook,2014,08-15
Sasco 7,2014-06-17T00:00:00Z,e.coli,180,Sasco Brook,2014,06-17
SG1,2011-05-27T00:00:00Z,e.coli,180,Saugatuck River,2011,05-27
Sasco 2,2014-06-11T00:00:00Z,e.coli,180,Sasco Brook,2014,06-11
Stony 1,2020-07-21T00:00:00Z,entero,85,Stony Brook,2020,07-21
Sasco 3,2018-07-30T00:00:00Z,e.coli,180,Sasco Brook,2018,07-30
Poplar 3,2011-08-11T00:00:00Z,e.coli,180,Saugatuck River,2011,08-11
Saugatuck 1,2006-08-10T00:00:00Z,e.coli,180,Saugatuck River,2006,08-10
Poplar 2,2011-06-02T00:00:00Z,e.coli,180,Saugatuck River,2011,06-02
Saugatuck 1,2011-06-02T00:00:00Z,e.coli,180,Saugatuck River,2011,06-02
Sasco 1,2018-06-20T00:00:00Z,e.coli,180,Sasco Brook,2018,06-20
Deadman 8,2013-07-01T00:00:00Z,e.coli,180,Deadman Brook,2013,07-01
SG1,2009-08-25T00:00:00Z,e.coli,180,Saugatuck River,2009,08-25
Sasco 1,2004-07-27T00:00:00Z,e.coli,180,Sasco Brook,2004,07-27
Sasco 1,2018-07-16T00:00:00Z,e.coli,180,Sasco Brook,2018,07-16
Sasco 9,2011-06-22T00:00:00Z,e.coli,180,Sasco Brook,2011,06-22
Hunt Club 2,2012-07-02T00:00:00Z,e.coli,180,Sasco Brook,2012,07-02
Sasco 7,2016-06-22T00:00:00Z,e.coli,180,Sasco Brook,2016,06-22
Sasco 6,2023-07-27T00:00:00Z,e.coli,181,Sasco Brook,2023,07-27
Saugatuck 1,2020-09-03T00:00:00Z,e.coli,181,Saugatuck River,2020,09-03
Sasco 7,2000-07-10T00:00:00Z,e.coli,184,Sasco Brook,2000,07-10
Sasco 3,2018-05-14T00:00:00Z,e.coli,184,Sasco Brook,2018,05-14
Stony 3,2019-05-23T00:00:00Z,e.coli,184,Stony Brook,2019,05-23
Pussy Willow 3,2006-06-14T00:00:00Z,e.coli,184,Pussy Willow Brook,2006,06-14
Sasco 9,2011-06-06T00:00:00Z,e.coli,184,Sasco Brook,2011,06-06
Poplar 4,2009-07-08T00:00:00Z,e.coli,184,Saugatuck River,2009,07-08
Muddy 5,2019-09-09T00:00:00Z,e.coli,184,Muddy Brook,2019,09-09
Sasco 7,2016-06-23T00:00:00Z,e.coli,184,Sasco Brook,2016,06-23
Poplar 2,2017-07-26T00:00:00Z,e.coli,184,Saugatuck River,2017,07-26
Deadman 4,2018-06-18T00:00:00Z,e.coli,184,Deadman Brook,2018,06-18
Saugatuck 1,2017-08-08T00:00:00Z,e.coli,184,Saugatuck River,2017,08-08
Sasco 5,2004-06-14T00:00:00Z,e.coli,184,Sasco Brook,2004,06-14
Sasco 1,2001-09-06T00:00:00Z,e.coli,184,Sasco Brook,2001,09-06
Sasco 1,2001-09-06T00:00:00Z,entero,0,Sasco Brook,2001,09-06
Sasco 9,2003-08-23T00:00:00Z,e.coli,184,Sasco Brook,2003,08-23
West Saug 1,2017-07-19T00:00:00Z,e.coli,184,Saugatuck River,2017,07-19
Indian 1,2007-09-27T00:00:00Z,e.coli,184,Indian River,2007,09-27
Sasco 9,2013-07-08T00:00:00Z,e.coli,184,Sasco Brook,2013,07-08
Saugatuck 0.5,2020-07-20T00:00:00Z,entero,85,Saugatuck River,2020,07-20
Sasco 1,2018-08-16T00:00:00Z,e.coli,184,Sasco Brook,2018,08-16
Deadman 5,2022-07-05T00:00:00Z,e.coli,184,Deadman Brook,2022,07-05
Sasco 7,2021-07-20T00:00:00Z,e.coli,184,Sasco Brook,2021,07-20
Deadman 7,2022-05-17T00:00:00Z,e.coli,185,Deadman Brook,2022,05-17
Muddy 5,2019-07-31T00:00:00Z,e.coli,185,Muddy Brook,2019,07-31
New 1.5,2023-05-15T00:00:00Z,entero,86,Greens Farms Brook,2023,05-15
Sasco 3,2019-06-04T00:00:00Z,entero,86,Sasco Brook,2019,06-04
Hunt Club 1,2023-05-18T00:00:00Z,e.coli,185,Sasco Brook,2023,05-18
Sasco 9,2000-06-27T00:00:00Z,e.coli,185,Sasco Brook,2000,06-27
Stony 5,2020-05-13T00:00:00Z,e.coli,186,Stony Brook,2020,05-13
Sasco 6,2019-08-14T00:00:00Z,e.coli,186,Sasco Brook,2019,08-14
Stony 4,2019-06-04T00:00:00Z,e.coli,186,Stony Brook,2019,06-04
Sasco 4,1999-09-27T00:00:00Z,e.coli,187,Sasco Brook,1999,09-27
Saugatuck 0.75,2019-06-05T00:00:00Z,entero,86,Saugatuck River,2019,06-05
Deadman 4,2023-09-05T00:00:00Z,e.coli,187,Deadman Brook,2023,09-05
Deadman 7,2020-08-12T00:00:00Z,e.coli,187,Deadman Brook,2020,08-12
Saugatuck 0.75,2021-09-07T00:00:00Z,entero,86,Saugatuck River,2021,09-07
Sasco 6,2003-05-29T00:00:00Z,e.coli,188,Sasco Brook,2003,05-29
Sasco 1,2001-05-31T00:00:00Z,e.coli,188,Sasco Brook,2001,05-31
Poplar 1,2016-09-12T00:00:00Z,e.coli,188,Saugatuck River,2016,09-12
Pussy Willow 1,2012-06-18T00:00:00Z,e.coli,188,Pussy Willow Brook,2012,06-18
Sasco 4,2014-06-16T00:00:00Z,e.coli,188,Sasco Brook,2014,06-16
Saugatuck 1,2018-05-31T00:00:00Z,e.coli,188,Saugatuck River,2018,05-31
Sasco 3,2010-06-08T00:00:00Z,e.coli,188,Sasco Brook,2010,06-08
Sasco 5,2013-06-26T00:00:00Z,e.coli,188,Sasco Brook,2013,06-26
Sasco 5,2004-07-12T00:00:00Z,e.coli,188,Sasco Brook,2004,07-12
Sasco 2,1995-06-26T00:00:00Z,e.coli,190,Sasco Brook,1995,06-26
Poplar 2,2010-05-22T00:00:00Z,e.coli,190,Saugatuck River,2010,05-22
Sasco 1,2001-05-01T00:00:00Z,e.coli,190,Sasco Brook,2001,05-01
Sasco 4,2002-06-11T00:00:00Z,e.coli,190,Sasco Brook,2002,06-11
Muddy 5,2017-08-24T00:00:00Z,e.coli,190,Muddy Brook,2017,08-24
Muddy 1,2006-07-26T00:00:00Z,e.coli,190,Muddy Brook,2006,07-26
SG1,2006-07-20T00:00:00Z,e.coli,190,Saugatuck River,2006,07-20
New 3,1997-07-21T00:00:00Z,e.coli,191,Greens Farms Brook,1997,07-21
Sasco 9,2000-07-25T00:00:00Z,e.coli,191,Sasco Brook,2000,07-25
Indian 1,2023-08-02T00:00:00Z,e.coli,191,Indian River,2023,08-02
Indian 1,2023-08-02T00:00:00Z,entero,1014,Indian River,2023,08-02
Deadman 8,2023-05-02T00:00:00Z,e.coli,192,Deadman Brook,2023,05-02
Deadman 4,2022-09-15T00:00:00Z,e.coli,192,Deadman Brook,2022,09-15
Saugatuck 0.75,2021-06-07T00:00:00Z,entero,86,Saugatuck River,2021,06-07
Sasco 7,2023-09-06T00:00:00Z,e.coli,192,Sasco Brook,2023,09-06
Deadman 3,2020-08-12T00:00:00Z,e.coli,192,Deadman Brook,2020,08-12
Muddy 2,2017-05-04T00:00:00Z,e.coli,192,Muddy Brook,2017,05-04
Muddy 6,2008-05-29T00:00:00Z,e.coli,192,Muddy Brook,2008,05-29
Hunt Club 2,2014-05-21T00:00:00Z,e.coli,192,Sasco Brook,2014,05-21
Muddy 1,2018-05-24T00:00:00Z,e.coli,192,Muddy Brook,2018,05-24
West Saug 1,2007-06-14T00:00:00Z,e.coli,192,Saugatuck River,2007,06-14
Muddy 4,2018-05-30T00:00:00Z,e.coli,192,Muddy Brook,2018,05-30
Muddy 1,2019-07-09T00:00:00Z,e.coli,192,Muddy Brook,2019,07-09
Sasco 6,2005-08-10T00:00:00Z,e.coli,192,Sasco Brook,2005,08-10
Poplar 2,2011-06-01T00:00:00Z,e.coli,192,Saugatuck River,2011,06-01
Muddy 4,1998-07-29T00:00:00Z,e.coli,193,Muddy Brook,1998,07-29
Muddy 3,2019-06-04T00:00:00Z,e.coli,193,Muddy Brook,2019,06-04
Muddy 5,2022-08-15T00:00:00Z,e.coli,193,Muddy Brook,2022,08-15
Stony 4,2023-07-18T00:00:00Z,e.coli,193,Stony Brook,2023,07-18
Deadman 4,2022-05-17T00:00:00Z,e.coli,194,Deadman Brook,2022,05-17
Sasco 7,2022-05-24T00:00:00Z,e.coli,194,Sasco Brook,2022,05-24
Deadman 8,2022-09-15T00:00:00Z,e.coli,194,Deadman Brook,2022,09-15
Muddy 1,2017-09-20T00:00:00Z,e.coli,195,Muddy Brook,2017,09-20
Saugatuck 0.25,2018-06-06T00:00:00Z,e.coli,196,Saugatuck River,2018,06-06
Pussy Willow 5,2012-08-20T00:00:00Z,e.coli,196,Pussy Willow Brook,2012,08-20
Poplar 2,2007-06-28T00:00:00Z,e.coli,196,Saugatuck River,2007,06-28
Sasco 9,2013-08-21T00:00:00Z,e.coli,196,Sasco Brook,2013,08-21
Muddy 5,2017-09-20T00:00:00Z,e.coli,196,Muddy Brook,2017,09-20
Sasco 6,2011-06-01T00:00:00Z,e.coli,196,Sasco Brook,2011,06-01
Sasco 5,2013-07-08T00:00:00Z,e.coli,196,Sasco Brook,2013,07-08
Deadman 3.5,2022-09-15T00:00:00Z,e.coli,197,Deadman Brook,2022,09-15
Deadman 2,2021-05-26T00:00:00Z,e.coli,198,Deadman Brook,2021,05-26
Deadman 3,2021-08-05T00:00:00Z,e.coli,198,Deadman Brook,2021,08-05
Indian 3,2023-05-23T00:00:00Z,e.coli,198,Indian River,2023,05-23
Pussy Willow 5,2019-08-28T00:00:00Z,e.coli,198,Pussy Willow Brook,2019,08-28
Deadman 4,2022-05-11T00:00:00Z,e.coli,199,Deadman Brook,2022,05-11
Sasco 9,1995-08-07T00:00:00Z,e.coli,199,Sasco Brook,1995,08-07
Poplar 4,2017-05-15T00:00:00Z,e.coli,200,Saugatuck River,2017,05-15
Pussy Willow 2,2006-09-27T00:00:00Z,e.coli,200,Pussy Willow Brook,2006,09-27
Saugatuck 2,2005-05-19T00:00:00Z,e.coli,200,Saugatuck River,2005,05-19
Sasco 5,2003-06-09T00:00:00Z,e.coli,200,Sasco Brook,2003,06-09
Indian 1.75,2022-08-15T00:00:00Z,e.coli,279,Indian River,2022,08-15
Stony 4,2013-09-25T00:00:00Z,e.coli,200,Stony Brook,2013,09-25
Poplar 2,2008-08-28T00:00:00Z,e.coli,200,Saugatuck River,2008,08-28
Pussy Willow 1,2012-05-21T00:00:00Z,e.coli,200,Pussy Willow Brook,2012,05-21
Saugatuck 2,2005-06-02T00:00:00Z,e.coli,200,Saugatuck River,2005,06-02
Muddy 1,2018-09-24T00:00:00Z,e.coli,200,Muddy Brook,2018,09-24
Hunt Club 4,2015-06-18T00:00:00Z,e.coli,200,Sasco Brook,2015,06-18
Hunt Club 2,2015-08-10T00:00:00Z,e.coli,200,Sasco Brook,2015,08-10
Sasco 6,2010-05-25T00:00:00Z,e.coli,200,Sasco Brook,2010,05-25
Hunt Club 2,2015-08-14T00:00:00Z,e.coli,200,Sasco Brook,2015,08-14
Muddy 4,2017-08-10T00:00:00Z,e.coli,200,Muddy Brook,2017,08-10
Sasco 8,2016-06-20T00:00:00Z,e.coli,200,Sasco Brook,2016,06-20
Sasco 6,2005-09-21T00:00:00Z,e.coli,200,Sasco Brook,2005,09-21
Muddy 3,2012-07-11T00:00:00Z,e.coli,200,Muddy Brook,2012,07-11
Poplar 1.5,2009-07-08T00:00:00Z,e.coli,200,Saugatuck River,2009,07-08
Muddy 4,2014-09-11T00:00:00Z,e.coli,200,Muddy Brook,2014,09-11
Sasco 9,2005-06-08T00:00:00Z,e.coli,200,Sasco Brook,2005,06-08
Poplar 1.5,2009-06-29T00:00:00Z,e.coli,200,Saugatuck River,2009,06-29
Saugatuck 1,2017-08-21T00:00:00Z,e.coli,200,Saugatuck River,2017,08-21
Poplar 4,2011-07-28T00:00:00Z,e.coli,200,Saugatuck River,2011,07-28
Sasco 3,2014-06-30T00:00:00Z,e.coli,200,Sasco Brook,2014,06-30
Saugatuck 2,2006-07-20T00:00:00Z,e.coli,200,Saugatuck River,2006,07-20
Hunt Club 1,2016-08-18T00:00:00Z,e.coli,200,Sasco Brook,2016,08-18
West Saug 1,2008-07-31T00:00:00Z,e.coli,200,Saugatuck River,2008,07-31
Deadman 2,2018-08-07T00:00:00Z,e.coli,200,Deadman Brook,2018,08-07
Sasco 3,2014-08-11T00:00:00Z,e.coli,200,Sasco Brook,2014,08-11
Saugatuck 0.75,2018-07-19T00:00:00Z,e.coli,200,Saugatuck River,2018,07-19
Pussy Willow 4,2012-08-01T00:00:00Z,e.coli,200,Pussy Willow Brook,2012,08-01
Hunt Club 1,2010-08-18T00:00:00Z,e.coli,200,Sasco Brook,2010,08-18
Hunt Club 4,2016-06-22T00:00:00Z,e.coli,200,Sasco Brook,2016,06-22
Indian 2,2022-05-03T00:00:00Z,e.coli,201,Indian River,2022,05-03
Muddy 1,2022-05-03T00:00:00Z,e.coli,201,Muddy Brook,2022,05-03
Saugatuck 2,2007-06-14T00:00:00Z,e.coli,204,Saugatuck River,2007,06-14
Deadman 4,2018-07-09T00:00:00Z,e.coli,204,Deadman Brook,2018,07-09
West Saug 1,2008-08-14T00:00:00Z,e.coli,204,Saugatuck River,2008,08-14
SG1,2011-06-30T00:00:00Z,e.coli,204,Saugatuck River,2011,06-30
Sasco 3,2002-06-25T00:00:00Z,e.coli,204,Sasco Brook,2002,06-25
Hunt Club 4,2015-08-20T00:00:00Z,e.coli,204,Sasco Brook,2015,08-20
Stony 3,2023-08-17T00:00:00Z,e.coli,205,Stony Brook,2023,08-17
Muddy 4,2017-09-20T00:00:00Z,e.coli,205,Muddy Brook,2017,09-20
Saugatuck 0.25,2022-08-15T00:00:00Z,entero,95,Saugatuck River,2022,08-15
Stony 4,2019-05-28T00:00:00Z,e.coli,206,Stony Brook,2019,05-28
Sasco 9,1997-06-12T00:00:00Z,e.coli,206,Sasco Brook,1997,06-12
Stony 4,2020-05-13T00:00:00Z,e.coli,206,Stony Brook,2020,05-13
Sasco 6,2022-06-23T00:00:00Z,e.coli,206,Sasco Brook,2022,06-23
Deadman 4,2020-07-23T00:00:00Z,e.coli,206,Deadman Brook,2020,07-23
Saugatuck 1,2020-08-13T00:00:00Z,e.coli,206,Saugatuck River,2020,08-13
West Saug 1,2006-08-10T00:00:00Z,e.coli,208,Saugatuck River,2006,08-10
Muddy 1,2016-05-19T00:00:00Z,e.coli,208,Muddy Brook,2016,05-19
Hunt Club 1,2010-05-25T00:00:00Z,e.coli,208,Sasco Brook,2010,05-25
Indian 3,2016-05-26T00:00:00Z,e.coli,208,Indian River,2016,05-26
Sasco 5,2011-05-27T00:00:00Z,e.coli,208,Sasco Brook,2011,05-27
Indian 1,2016-06-09T00:00:00Z,e.coli,208,Indian River,2016,06-09
Saugatuck 1,2007-07-05T00:00:00Z,e.coli,208,Saugatuck River,2007,07-05
Sasco 9,2004-07-12T00:00:00Z,e.coli,208,Sasco Brook,2004,07-12
Muddy 4,1998-07-20T00:00:00Z,e.coli,209,Muddy Brook,1998,07-20
Deadman 3.5,2023-09-27T00:00:00Z,e.coli,209,Deadman Brook,2023,09-27
Hunt Club 2,2021-06-01T00:00:00Z,e.coli,210,Sasco Brook,2021,06-01
Muddy 4,2018-05-07T00:00:00Z,e.coli,210,Muddy Brook,2018,05-07
Muddy 6,2008-06-05T00:00:00Z,e.coli,210,Muddy Brook,2008,06-05
Sasco 1,2023-09-06T00:00:00Z,entero,96,Sasco Brook,2023,09-06
Indian 2,2014-09-24T00:00:00Z,e.coli,210,Indian River,2014,09-24
Hunt Club 3,2016-06-29T00:00:00Z,e.coli,210,Sasco Brook,2016,06-29
Sasco 8,2019-09-09T00:00:00Z,e.coli,210,Sasco Brook,2019,09-09
Saugatuck 1,2019-09-12T00:00:00Z,e.coli,210,Saugatuck River,2019,09-12
Sasco 8,2010-06-25T00:00:00Z,e.coli,210,Sasco Brook,2010,06-25
Muddy 4,2008-09-17T00:00:00Z,e.coli,210,Muddy Brook,2008,09-17
Hunt Club 1,2015-09-17T00:00:00Z,e.coli,210,Sasco Brook,2015,09-17
Stony 5,2023-09-20T00:00:00Z,e.coli,211,Stony Brook,2023,09-20
Sasco 9,2000-07-10T00:00:00Z,e.coli,212,Sasco Brook,2000,07-10
Hunt Club 2,2016-06-23T00:00:00Z,e.coli,212,Sasco Brook,2016,06-23
Sasco 9,2016-06-29T00:00:00Z,e.coli,212,Sasco Brook,2016,06-29
SG1,2006-06-22T00:00:00Z,e.coli,212,Saugatuck River,2006,06-22
Sasco 1,2001-08-08T00:00:00Z,e.coli,212,Sasco Brook,2001,08-08
Indian 1,2022-08-29T00:00:00Z,e.coli,213,Indian River,2022,08-29
Muddy 3,2019-05-06T00:00:00Z,e.coli,214,Muddy Brook,2019,05-06
Saugatuck 0.5,2021-09-21T00:00:00Z,entero,97,Saugatuck River,2021,09-21
Saugatuck 0.25,2021-09-07T00:00:00Z,entero,97,Saugatuck River,2021,09-07
Sasco 4,2022-09-21T00:00:00Z,e.coli,209,Sasco Brook,2022,09-21
Sasco 4,2022-09-21T00:00:00Z,entero,98,Sasco Brook,2022,09-21
Stony 5,2020-06-11T00:00:00Z,e.coli,214,Stony Brook,2020,06-11
Sasco 9,1998-07-14T00:00:00Z,e.coli,215,Sasco Brook,1998,07-14
Muddy 4,2017-09-05T00:00:00Z,e.coli,215,Muddy Brook,2017,09-05
New 2,2006-09-27T00:00:00Z,e.coli,216,Greens Farms Brook,2006,09-27
Sasco 9,2010-06-09T00:00:00Z,e.coli,216,Sasco Brook,2010,06-09
Pussy Willow 2,2012-06-11T00:00:00Z,e.coli,216,Pussy Willow Brook,2012,06-11
Indian 3,2016-06-02T00:00:00Z,e.coli,216,Indian River,2016,06-02
Saugatuck 1,2017-08-30T00:00:00Z,e.coli,216,Saugatuck River,2017,08-30
Saugatuck 0.25,2022-05-23T00:00:00Z,entero,98,Saugatuck River,2022,05-23
Sasco 6,2004-07-26T00:00:00Z,e.coli,216,Sasco Brook,2004,07-26
Sasco 1,2002-06-25T00:00:00Z,e.coli,216,Sasco Brook,2002,06-25
Muddy 4,2012-07-18T00:00:00Z,e.coli,216,Muddy Brook,2012,07-18
Sasco 9,2023-09-06T00:00:00Z,e.coli,216,Sasco Brook,2023,09-06
Muddy 1,2022-05-17T00:00:00Z,e.coli,219,Muddy Brook,2022,05-17
Muddy 2,2019-09-09T00:00:00Z,e.coli,219,Muddy Brook,2019,09-09
Hunt Club 3,2010-06-09T00:00:00Z,e.coli,220,Sasco Brook,2010,06-09
Deadman 1,2018-05-07T00:00:00Z,e.coli,220,Deadman Brook,2018,05-07
Deadman 3,2013-05-20T00:00:00Z,e.coli,220,Deadman Brook,2013,05-20
Hunt Club 2,2013-05-22T00:00:00Z,e.coli,220,Sasco Brook,2013,05-22
Deadman 5,2018-05-07T00:00:00Z,e.coli,220,Deadman Brook,2018,05-07
Deadman 3.5,2018-09-24T00:00:00Z,e.coli,220,Deadman Brook,2018,09-24
Muddy 2,2018-05-07T00:00:00Z,e.coli,220,Muddy Brook,2018,05-07
Saugatuck 1,2007-06-14T00:00:00Z,e.coli,220,Saugatuck River,2007,06-14
New 4,2006-09-27T00:00:00Z,e.coli,220,Greens Farms Brook,2006,09-27
Sasco 9,2013-06-05T00:00:00Z,e.coli,220,Sasco Brook,2013,06-05
Indian 3,2014-09-24T00:00:00Z,e.coli,220,Indian River,2014,09-24
Saugatuck 1,2011-05-27T00:00:00Z,e.coli,220,Saugatuck River,2011,05-27
Poplar 2,2011-05-25T00:00:00Z,e.coli,220,Saugatuck River,2011,05-25
Hunt Club 2,2010-06-21T00:00:00Z,e.coli,220,Sasco Brook,2010,06-21
Poplar 1,2016-08-15T00:00:00Z,e.coli,220,Saugatuck River,2016,08-15
Saugatuck 2,2017-08-21T00:00:00Z,e.coli,220,Saugatuck River,2017,08-21
Indian 1,2005-08-18T00:00:00Z,e.coli,220,Indian River,2005,08-18
Sasco 3,2014-08-25T00:00:00Z,e.coli,220,Sasco Brook,2014,08-25
Sasco 9,2001-06-28T00:00:00Z,e.coli,220,Sasco Brook,2001,06-28
Muddy 5,2018-08-07T00:00:00Z,e.coli,220,Muddy Brook,2018,08-07
Saugatuck 0.25,2018-07-19T00:00:00Z,e.coli,220,Saugatuck River,2018,07-19
Deadman 5,2018-08-30T00:00:00Z,e.coli,220,Deadman Brook,2018,08-30
Deadman 4,2013-07-16T00:00:00Z,e.coli,220,Deadman Brook,2013,07-16
Saugatuck 0.5,2018-07-19T00:00:00Z,e.coli,220,Saugatuck River,2018,07-19
Sasco 1,2002-07-08T00:00:00Z,e.coli,220,Sasco Brook,2002,07-08
Sasco 4,2002-07-30T00:00:00Z,e.coli,220,Sasco Brook,2002,07-30
Sasco 1,2001-08-29T00:00:00Z,e.coli,220,Sasco Brook,2001,08-29
Poplar 1.5,2010-09-18T00:00:00Z,e.coli,220,Saugatuck River,2010,09-18
Deadman 5,2021-09-14T00:00:00Z,e.coli,221,Deadman Brook,2021,09-14
Sasco 7,2021-08-09T00:00:00Z,e.coli,222,Sasco Brook,2021,08-09
Sasco 6,2023-08-09T00:00:00Z,e.coli,222,Sasco Brook,2023,08-09
Deadman 5,2021-06-07T00:00:00Z,e.coli,222,Deadman Brook,2021,06-07
Muddy 1,1997-07-15T00:00:00Z,e.coli,223,Muddy Brook,1997,07-15
Sasco 6,2000-06-23T00:00:00Z,e.coli,223,Sasco Brook,2000,06-23
Muddy 1,2018-09-24T00:00:00Z,e.coli,224,Muddy Brook,2018,09-24
Pussy Willow 5,2012-09-20T00:00:00Z,e.coli,224,Pussy Willow Brook,2012,09-20
New 2,2012-06-12T00:00:00Z,e.coli,224,Greens Farms Brook,2012,06-12
Saugatuck 1,2007-09-13T00:00:00Z,e.coli,224,Saugatuck River,2007,09-13
Saugatuck 2,2016-07-06T00:00:00Z,e.coli,224,Saugatuck River,2016,07-06
Sasco 9,2016-06-01T00:00:00Z,e.coli,224,Sasco Brook,2016,06-01
Indian 1,2008-08-14T00:00:00Z,e.coli,224,Indian River,2008,08-14
SG1,2005-08-18T00:00:00Z,e.coli,224,Saugatuck River,2005,08-18
Stony 3,2020-05-13T00:00:00Z,e.coli,225,Stony Brook,2020,05-13
Sasco 9,2021-08-09T00:00:00Z,e.coli,225,Sasco Brook,2021,08-09
West Saug 1,2020-07-20T00:00:00Z,e.coli,225,Saugatuck River,2020,07-20
Sasco 4,2001-05-17T00:00:00Z,e.coli,226,Sasco Brook,2001,05-17
Sasco 9,2019-05-06T00:00:00Z,e.coli,228,Sasco Brook,2019,05-06
Sasco 7,2014-05-21T00:00:00Z,e.coli,228,Sasco Brook,2014,05-21
Sasco 5,2011-05-20T00:00:00Z,e.coli,228,Sasco Brook,2011,05-20
Indian 3,2018-05-31T00:00:00Z,e.coli,228,Indian River,2018,05-31
Sasco 7,2016-09-12T00:00:00Z,e.coli,228,Sasco Brook,2016,09-12
Sasco 9,2004-07-26T00:00:00Z,e.coli,228,Sasco Brook,2004,07-26
Saugatuck 1,2005-07-07T00:00:00Z,e.coli,228,Saugatuck River,2005,07-07
Saugatuck 2,2007-08-09T00:00:00Z,e.coli,228,Saugatuck River,2007,08-09
Hunt Club 1,2022-05-09T00:00:00Z,e.coli,228,Sasco Brook,2022,05-09
Stony 4,2022-05-23T00:00:00Z,e.coli,228,Stony Brook,2022,05-23
West Saug 1,2020-07-06T00:00:00Z,e.coli,228,Saugatuck River,2020,07-06
Deadman 3.5,2021-07-15T00:00:00Z,e.coli,229,Deadman Brook,2021,07-15
Deadman 7,2023-09-27T00:00:00Z,e.coli,229,Deadman Brook,2023,09-27
Hunt Club 1,2022-08-22T00:00:00Z,e.coli,229,Sasco Brook,2022,08-22
Sasco 5,2005-05-24T00:00:00Z,e.coli,230,Sasco Brook,2005,05-24
Hunt Club 2,2012-06-20T00:00:00Z,e.coli,230,Sasco Brook,2012,06-20
Sasco 4,2016-09-26T00:00:00Z,e.coli,230,Sasco Brook,2016,09-26
Sasco 9,2013-06-12T00:00:00Z,e.coli,230,Sasco Brook,2013,06-12
New 2,2012-05-29T00:00:00Z,e.coli,230,Greens Farms Brook,2012,05-29
Sasco 8,2015-06-19T00:00:00Z,e.coli,230,Sasco Brook,2015,06-19
Muddy 1,2017-08-24T00:00:00Z,e.coli,230,Muddy Brook,2017,08-24
Poplar 1,2016-05-31T00:00:00Z,e.coli,230,Saugatuck River,2016,05-31
Saugatuck 2,2018-07-19T00:00:00Z,e.coli,230,Saugatuck River,2018,07-19
Sasco 7,2011-08-19T00:00:00Z,e.coli,230,Sasco Brook,2011,08-19
Saugatuck 1,2006-07-20T00:00:00Z,e.coli,230,Saugatuck River,2006,07-20
Sasco 8,2010-06-29T00:00:00Z,e.coli,230,Sasco Brook,2010,06-29
Sasco 6,1995-05-02T00:00:00Z,e.coli,231,Sasco Brook,1995,05-02
Saugatuck 0.75,2020-08-13T00:00:00Z,entero,108,Saugatuck River,2020,08-13
Sasco 6,1998-06-24T00:00:00Z,e.coli,231,Sasco Brook,1998,06-24
Sasco 9,1996-06-19T00:00:00Z,e.coli,231,Sasco Brook,1996,06-19
Sasco 6,1999-06-24T00:00:00Z,e.coli,231,Sasco Brook,1999,06-24
Sasco 6,1996-07-12T00:00:00Z,e.coli,231,Sasco Brook,1996,07-12
New 3,1998-06-26T00:00:00Z,e.coli,231,Greens Farms Brook,1998,06-26
Muddy 5,2022-06-30T00:00:00Z,e.coli,231,Muddy Brook,2022,06-30
West Saug 1,2007-08-23T00:00:00Z,e.coli,232,Saugatuck River,2007,08-23
Muddy 4,2012-09-27T00:00:00Z,e.coli,232,Muddy Brook,2012,09-27
Hunt Club 3,2011-08-17T00:00:00Z,e.coli,232,Sasco Brook,2011,08-17
Sasco 4,2011-09-27T00:00:00Z,e.coli,232,Sasco Brook,2011,09-27
Saugatuck 1,2007-07-12T00:00:00Z,e.coli,232,Saugatuck River,2007,07-12
Saugatuck 0.75,2018-06-20T00:00:00Z,e.coli,232,Saugatuck River,2018,06-20
Saugatuck 0.25,2018-08-08T00:00:00Z,e.coli,232,Saugatuck River,2018,08-08
Deadman 3,2020-08-24T00:00:00Z,e.coli,234,Deadman Brook,2020,08-24
Stony 3,2020-08-12T00:00:00Z,e.coli,234,Stony Brook,2020,08-12
Sasco 9,2022-06-23T00:00:00Z,e.coli,236,Sasco Brook,2022,06-23
Sasco 6,2021-06-15T00:00:00Z,e.coli,236,Sasco Brook,2021,06-15
Deadman 8,2022-07-05T00:00:00Z,e.coli,236,Deadman Brook,2022,07-05
Deadman 5,2022-08-30T00:00:00Z,e.coli,236,Deadman Brook,2022,08-30
Sasco 9,2016-09-26T00:00:00Z,e.coli,236,Sasco Brook,2016,09-26
Stony 3,2019-05-21T00:00:00Z,e.coli,236,Stony Brook,2019,05-21
Stony 3,2020-07-13T00:00:00Z,e.coli,238,Stony Brook,2020,07-13
Sasco 7,2019-07-09T00:00:00Z,e.coli,238,Sasco Brook,2019,07-09
