year,site_name,max,latitude,longitude
2023,Indian 3,3972.58,41.12117,-73.37998
2023,New 0.5,472.5,41.11657,-73.3187
2023,New 1,11198.699999999999,41.118839,-73.316926
2023,New 1.5,14136.099999999999,41.120757,-73.31513
2023,New 2,1354,41.123344,-73.313794
2023,New 3,2419.6,41.130641,-73.31282
2023,Sasco 1,8164.0999999999995,41.12478,-73.29888
2023,Sasco 2,5794.299999999999,41.13293,-73.29675
2023,Sasco 3,4351.7,41.13702,-73.29708
2023,Sasco 4,3075.8999999999996,41.13813,-73.29793
2023,Sasco 6,1553.12,41.14556,-73.30111
2023,Sasco 7,1158.86,41.14573,-73.30314
2023,Sasco 9,1413.61,41.1528,-73.30605
2023,Stony 1,14136.099999999999,41.132228,-73.36838
2023,Stony 2,1049.46,41.136532,-73.369931
2023,Stony 3,3106.24,41.143217,-73.380624
2023,Stony 4,4839.2,41.148829,-73.384235
2023,Stony 5,4839.2,41.150327,-73.387394
